peak,n,d,condition,epoch,loglik
FALSE,20,4,winsfs_b500_w500,32,-16631737
FALSE,20,4,winsfs_b500_w500,33,-16631916
FALSE,20,4,winsfs_b500_w500,34,-16632095
FALSE,20,4,winsfs_b500_w500,35,-16632276
FALSE,20,4,winsfs_b500_w500,36,-16632457
FALSE,20,4,winsfs_b500_w500,37,-16632639
FALSE,20,4,winsfs_b500_w500,38,-16632822
FALSE,20,4,winsfs_b500_w500,39,-16633006
FALSE,20,4,winsfs_b500_w500,40,-16633190
FALSE,20,4,winsfs_b500_w500,41,-16633375
FALSE,20,4,winsfs_b500_w500,42,-16633560
FALSE,20,4,winsfs_b500_w500,43,-16633746
FALSE,20,4,winsfs_b500_w500,44,-16633933
FALSE,20,4,winsfs_b500_w500,45,-16634120
FALSE,20,4,winsfs_b500_w500,46,-16634308
FALSE,20,4,winsfs_b500_w500,47,-16634496
FALSE,20,4,winsfs_b500_w500,48,-16634685
FALSE,20,4,winsfs_b500_w500,49,-16634874
FALSE,20,4,winsfs_b500_w500,50,-16635064
FALSE,20,4,winsfs_b500_w500,51,-16635254
FALSE,20,4,winsfs_b500_w500,52,-16635445
FALSE,20,4,winsfs_b500_w500,53,-16635636
FALSE,20,4,winsfs_b500_w500,54,-16635827
FALSE,20,4,winsfs_b500_w500,55,-16636019
FALSE,20,4,winsfs_b500_w500,56,-16636211
FALSE,20,4,winsfs_b500_w500,57,-16636403
FALSE,20,4,winsfs_b500_w500,58,-16636596
FALSE,20,4,winsfs_b500_w500,59,-16636789
FALSE,20,4,winsfs_b500_w500,60,-16636983
FALSE,20,4,winsfs_b500_w500,61,-16637177
FALSE,20,4,winsfs_b500_w500,62,-16637371
FALSE,20,4,winsfs_b500_w500,63,-16637565
FALSE,20,4,winsfs_b500_w500,64,-16637760
FALSE,20,4,winsfs_b500_w500,65,-16637955
FALSE,20,4,winsfs_b500_w500,66,-16638151
FALSE,20,4,winsfs_b500_w500,67,-16638346
FALSE,20,4,winsfs_b500_w500,68,-16638542
FALSE,20,4,winsfs_b500_w500,69,-16638738
FALSE,20,4,winsfs_b500_w500,70,-16638935
FALSE,20,4,winsfs_b500_w500,71,-16639131
FALSE,20,4,winsfs_b500_w500,72,-16639328
FALSE,20,4,winsfs_b500_w500,73,-16639526
FALSE,20,4,winsfs_b500_w500,74,-16639723
FALSE,20,4,winsfs_b500_w500,75,-16639921
FALSE,20,4,winsfs_b500_w500,76,-16640119
FALSE,20,4,winsfs_b500_w500,77,-16640317
FALSE,20,4,winsfs_b500_w500,78,-16640515
FALSE,20,4,winsfs_b500_w500,79,-16640714
FALSE,20,4,winsfs_b500_w500,80,-16640912
FALSE,20,4,winsfs_b500_w500,81,-16641111
FALSE,20,4,winsfs_b500_w500,82,-16641310
FALSE,20,4,winsfs_b500_w500,83,-16641510
FALSE,20,4,winsfs_b500_w500,84,-16641709
FALSE,20,4,winsfs_b500_w500,85,-16641909
FALSE,20,4,winsfs_b500_w500,86,-16642109
FALSE,20,4,winsfs_b500_w500,87,-16642309
FALSE,20,4,winsfs_b500_w500,88,-16642509
FALSE,20,4,winsfs_b500_w500,89,-16642710
FALSE,20,4,winsfs_b500_w500,90,-16642910
FALSE,20,4,winsfs_b500_w500,91,-16643111
FALSE,20,4,winsfs_b500_w500,92,-16643312
FALSE,20,4,winsfs_b500_w500,93,-16643513
FALSE,20,4,winsfs_b500_w500,94,-16643715
FALSE,20,4,winsfs_b500_w500,95,-16643916
FALSE,20,4,winsfs_b500_w500,96,-16644118
FALSE,20,4,winsfs_b500_w500,97,-16644320
FALSE,20,4,winsfs_b500_w500,98,-16644521
FALSE,20,4,winsfs_b500_w500,99,-16644723
FALSE,20,4,winsfs_b500_w500,100,-16644926
FALSE,20,8,realsfs,3,-27054807
FALSE,20,8,realsfs,6,-16636913
FALSE,20,8,realsfs,9,-16628576
FALSE,20,8,realsfs,12,-16626270
FALSE,20,8,realsfs,15,-16625855
FALSE,20,8,realsfs,18,-16625763
FALSE,20,8,realsfs,21,-16625773
FALSE,20,8,realsfs,24,-16625782
FALSE,20,8,realsfs,27,-16625806
FALSE,20,8,realsfs,30,-16625807
FALSE,20,8,realsfs,33,-16625815
FALSE,20,8,realsfs,36,-16625816
FALSE,20,8,winsfs_b500_w100,1,-16627946
FALSE,20,8,winsfs_b500_w100,2,-16627923
FALSE,20,8,winsfs_b500_w100,3,-16628045
FALSE,20,8,winsfs_b500_w100,4,-16628103
FALSE,20,8,winsfs_b500_w100,5,-16628132
FALSE,20,8,winsfs_b500_w100,6,-16628147
FALSE,20,8,winsfs_b500_w100,7,-16628156
FALSE,20,8,winsfs_b500_w100,8,-16628161
FALSE,20,8,winsfs_b500_w100,9,-16628164
FALSE,20,8,winsfs_b500_w100,10,-16628166
FALSE,20,8,winsfs_b500_w100,11,-16628167
FALSE,20,8,winsfs_b500_w100,12,-16628168
FALSE,20,8,winsfs_b500_w100,13,-16628169
FALSE,20,8,winsfs_b500_w100,14,-16628169
FALSE,20,8,winsfs_b500_w100,15,-16628170
FALSE,20,8,winsfs_b500_w100,16,-16628170
FALSE,20,8,winsfs_b500_w100,17,-16628170
FALSE,20,8,winsfs_b500_w100,18,-16628170
FALSE,20,8,winsfs_b500_w100,19,-16628170
FALSE,20,8,winsfs_b500_w100,20,-16628170
FALSE,20,8,winsfs_b500_w100,21,-16628170
FALSE,20,8,winsfs_b500_w100,22,-16628170
FALSE,20,8,winsfs_b500_w100,23,-16628170
FALSE,20,8,winsfs_b500_w100,24,-16628170
FALSE,20,8,winsfs_b500_w100,25,-16628170
FALSE,20,8,winsfs_b500_w100,26,-16628170
FALSE,20,8,winsfs_b500_w100,27,-16628170
FALSE,20,8,winsfs_b500_w100,28,-16628170
FALSE,20,8,winsfs_b500_w100,29,-16628170
FALSE,20,8,winsfs_b500_w100,30,-16628170
FALSE,20,8,winsfs_b500_w100,31,-16628170
FALSE,20,8,winsfs_b500_w100,32,-16628170
FALSE,20,8,winsfs_b500_w100,33,-16628170
FALSE,20,8,winsfs_b500_w100,34,-16628170
FALSE,20,8,winsfs_b500_w100,35,-16628170
FALSE,20,8,winsfs_b500_w100,36,-16628170
FALSE,20,8,winsfs_b500_w100,37,-16628170
FALSE,20,8,winsfs_b500_w100,38,-16628170
FALSE,20,8,winsfs_b500_w100,39,-16628170
FALSE,20,8,winsfs_b500_w100,40,-16628170
FALSE,20,8,winsfs_b500_w100,41,-16628170
FALSE,20,8,winsfs_b500_w100,42,-16628170
FALSE,20,8,winsfs_b500_w100,43,-16628170
FALSE,20,8,winsfs_b500_w100,44,-16628170
FALSE,20,8,winsfs_b500_w100,45,-16628170
FALSE,20,8,winsfs_b500_w100,46,-16628170
FALSE,20,8,winsfs_b500_w100,47,-16628170
FALSE,20,8,winsfs_b500_w100,48,-16628170
FALSE,20,8,winsfs_b500_w100,49,-16628170
FALSE,20,8,winsfs_b500_w100,50,-16628170
FALSE,20,8,winsfs_b500_w100,51,-16628170
FALSE,20,8,winsfs_b500_w100,52,-16628170
FALSE,20,8,winsfs_b500_w100,53,-16628170
FALSE,20,8,winsfs_b500_w100,54,-16628170
FALSE,20,8,winsfs_b500_w100,55,-16628170
FALSE,20,8,winsfs_b500_w100,56,-16628170
FALSE,20,8,winsfs_b500_w100,57,-16628170
FALSE,20,8,winsfs_b500_w100,58,-16628170
FALSE,20,8,winsfs_b500_w100,59,-16628170
FALSE,20,8,winsfs_b500_w100,60,-16628170
FALSE,20,8,winsfs_b500_w100,61,-16628170
FALSE,20,8,winsfs_b500_w100,62,-16628170
FALSE,20,8,winsfs_b500_w100,63,-16628170
FALSE,20,8,winsfs_b500_w100,64,-16628170
FALSE,20,8,winsfs_b500_w100,65,-16628170
FALSE,20,8,winsfs_b500_w100,66,-16628170
FALSE,20,8,winsfs_b500_w100,67,-16628170
FALSE,20,8,winsfs_b500_w100,68,-16628170
FALSE,20,8,winsfs_b500_w100,69,-16628170
FALSE,20,8,winsfs_b500_w100,70,-16628170
FALSE,20,8,winsfs_b500_w100,71,-16628170
FALSE,20,8,winsfs_b500_w100,72,-16628170
FALSE,20,8,winsfs_b500_w100,73,-16628170
FALSE,20,8,winsfs_b500_w100,74,-16628170
FALSE,20,8,winsfs_b500_w100,75,-16628170
FALSE,20,8,winsfs_b500_w100,76,-16628170
FALSE,20,8,winsfs_b500_w100,77,-16628170
FALSE,20,8,winsfs_b500_w100,78,-16628170
FALSE,20,8,winsfs_b500_w100,79,-16628170
FALSE,20,8,winsfs_b500_w100,80,-16628170
FALSE,20,8,winsfs_b500_w100,81,-16628170
FALSE,20,8,winsfs_b500_w100,82,-16628170
FALSE,20,8,winsfs_b500_w100,83,-16628170
FALSE,20,8,winsfs_b500_w100,84,-16628170
FALSE,20,8,winsfs_b500_w100,85,-16628170
FALSE,20,8,winsfs_b500_w100,86,-16628170
FALSE,20,8,winsfs_b500_w100,87,-16628170
FALSE,20,8,winsfs_b500_w100,88,-16628170
FALSE,20,8,winsfs_b500_w100,89,-16628170
FALSE,20,8,winsfs_b500_w100,90,-16628170
FALSE,20,8,winsfs_b500_w100,91,-16628170
FALSE,20,8,winsfs_b500_w100,92,-16628170
FALSE,20,8,winsfs_b500_w100,93,-16628170
FALSE,20,8,winsfs_b500_w100,94,-16628170
FALSE,20,8,winsfs_b500_w100,95,-16628170
FALSE,20,8,winsfs_b500_w100,96,-16628170
FALSE,20,8,winsfs_b500_w100,97,-16628170
FALSE,20,8,winsfs_b500_w100,98,-16628170
FALSE,20,8,winsfs_b500_w100,99,-16628170
FALSE,20,8,winsfs_b500_w100,100,-16628170
FALSE,20,8,winsfs_b500_w250,1,-16629298
FALSE,20,8,winsfs_b500_w250,2,-16626421
FALSE,20,8,winsfs_b500_w250,3,-16626057
FALSE,20,8,winsfs_b500_w250,4,-16626044
FALSE,20,8,winsfs_b500_w250,5,-16626080
FALSE,20,8,winsfs_b500_w250,6,-16626116
FALSE,20,8,winsfs_b500_w250,7,-16626146
FALSE,20,8,winsfs_b500_w250,8,-16626169
FALSE,20,8,winsfs_b500_w250,9,-16626186
FALSE,20,8,winsfs_b500_w250,10,-16626199
FALSE,20,8,winsfs_b500_w250,11,-16626208
FALSE,20,8,winsfs_b500_w250,12,-16626216
FALSE,20,8,winsfs_b500_w250,13,-16626221
FALSE,20,8,winsfs_b500_w250,14,-16626226
FALSE,20,8,winsfs_b500_w250,15,-16626229
FALSE,20,8,winsfs_b500_w250,16,-16626232
FALSE,20,8,winsfs_b500_w250,17,-16626234
FALSE,20,8,winsfs_b500_w250,18,-16626236
FALSE,20,8,winsfs_b500_w250,19,-16626237
FALSE,20,8,winsfs_b500_w250,20,-16626239
FALSE,20,8,winsfs_b500_w250,21,-16626240
FALSE,20,8,winsfs_b500_w250,22,-16626240
FALSE,20,8,winsfs_b500_w250,23,-16626241
FALSE,20,8,winsfs_b500_w250,24,-16626242
FALSE,20,8,winsfs_b500_w250,25,-16626242
FALSE,20,8,winsfs_b500_w250,26,-16626242
FALSE,20,8,winsfs_b500_w250,27,-16626243
FALSE,20,8,winsfs_b500_w250,28,-16626243
FALSE,20,8,winsfs_b500_w250,29,-16626243
FALSE,20,8,winsfs_b500_w250,30,-16626244
FALSE,20,8,winsfs_b500_w250,31,-16626244
FALSE,20,8,winsfs_b500_w250,32,-16626244
FALSE,20,8,winsfs_b500_w250,33,-16626244
FALSE,20,8,winsfs_b500_w250,34,-16626244
FALSE,20,8,winsfs_b500_w250,35,-16626244
FALSE,20,8,winsfs_b500_w250,36,-16626244
FALSE,20,8,winsfs_b500_w250,37,-16626245
FALSE,20,8,winsfs_b500_w250,38,-16626245
FALSE,20,8,winsfs_b500_w250,39,-16626245
FALSE,20,8,winsfs_b500_w250,40,-16626245
FALSE,20,8,winsfs_b500_w250,41,-16626245
FALSE,20,8,winsfs_b500_w250,42,-16626245
FALSE,20,8,winsfs_b500_w250,43,-16626245
FALSE,20,8,winsfs_b500_w250,44,-16626245
FALSE,20,8,winsfs_b500_w250,45,-16626245
FALSE,20,8,winsfs_b500_w250,46,-16626245
FALSE,20,8,winsfs_b500_w250,47,-16626245
FALSE,20,8,winsfs_b500_w250,48,-16626245
FALSE,20,8,winsfs_b500_w250,49,-16626245
FALSE,20,8,winsfs_b500_w250,50,-16626245
FALSE,20,8,winsfs_b500_w250,51,-16626245
FALSE,20,8,winsfs_b500_w250,52,-16626245
FALSE,20,8,winsfs_b500_w250,53,-16626245
FALSE,20,8,winsfs_b500_w250,54,-16626245
FALSE,20,8,winsfs_b500_w250,55,-16626245
FALSE,20,8,winsfs_b500_w250,56,-16626245
FALSE,20,8,winsfs_b500_w250,57,-16626245
FALSE,20,8,winsfs_b500_w250,58,-16626245
FALSE,20,8,winsfs_b500_w250,59,-16626245
FALSE,20,8,winsfs_b500_w250,60,-16626245
FALSE,20,8,winsfs_b500_w250,61,-16626245
FALSE,20,8,winsfs_b500_w250,62,-16626245
FALSE,20,8,winsfs_b500_w250,63,-16626245
FALSE,20,8,winsfs_b500_w250,64,-16626245
FALSE,20,8,winsfs_b500_w250,65,-16626245
FALSE,20,8,winsfs_b500_w250,66,-16626245
FALSE,20,8,winsfs_b500_w250,67,-16626245
FALSE,20,8,winsfs_b500_w250,68,-16626245
FALSE,20,8,winsfs_b500_w250,69,-16626245
FALSE,20,8,winsfs_b500_w250,70,-16626245
FALSE,20,8,winsfs_b500_w250,71,-16626245
FALSE,20,8,winsfs_b500_w250,72,-16626245
FALSE,20,8,winsfs_b500_w250,73,-16626245
FALSE,20,8,winsfs_b500_w250,74,-16626245
FALSE,20,8,winsfs_b500_w250,75,-16626245
FALSE,20,8,winsfs_b500_w250,76,-16626245
FALSE,20,8,winsfs_b500_w250,77,-16626245
FALSE,20,8,winsfs_b500_w250,78,-16626245
FALSE,20,8,winsfs_b500_w250,79,-16626245
FALSE,20,8,winsfs_b500_w250,80,-16626245
FALSE,20,8,winsfs_b500_w250,81,-16626245
FALSE,20,8,winsfs_b500_w250,82,-16626245
FALSE,20,8,winsfs_b500_w250,83,-16626245
FALSE,20,8,winsfs_b500_w250,84,-16626245
FALSE,20,8,winsfs_b500_w250,85,-16626245
FALSE,20,8,winsfs_b500_w250,86,-16626245
FALSE,20,8,winsfs_b500_w250,87,-16626245
FALSE,20,8,winsfs_b500_w250,88,-16626245
FALSE,20,8,winsfs_b500_w250,89,-16626245
FALSE,20,8,winsfs_b500_w250,90,-16626245
FALSE,20,8,winsfs_b500_w250,91,-16626245
FALSE,20,8,winsfs_b500_w250,92,-16626245
FALSE,20,8,winsfs_b500_w250,93,-16626245
FALSE,20,8,winsfs_b500_w250,94,-16626245
FALSE,20,8,winsfs_b500_w250,95,-16626245
FALSE,20,8,winsfs_b500_w250,96,-16626245
FALSE,20,8,winsfs_b500_w250,97,-16626245
FALSE,20,8,winsfs_b500_w250,98,-16626245
FALSE,20,8,winsfs_b500_w250,99,-16626245
FALSE,20,8,winsfs_b500_w250,100,-16626245
FALSE,20,8,winsfs_b500_w500,1,-16650159
FALSE,20,8,winsfs_b500_w500,2,-16628264
FALSE,20,8,winsfs_b500_w500,3,-16626607
FALSE,20,8,winsfs_b500_w500,4,-16626003
FALSE,20,8,winsfs_b500_w500,5,-16625773
FALSE,20,8,winsfs_b500_w500,6,-16625689
FALSE,20,8,winsfs_b500_w500,7,-16625665
FALSE,20,8,winsfs_b500_w500,8,-16625664
FALSE,20,8,winsfs_b500_w500,9,-16625674
FALSE,20,8,winsfs_b500_w500,10,-16625687
FALSE,20,8,winsfs_b500_w500,11,-16625701
FALSE,20,8,winsfs_b500_w500,12,-16625714
FALSE,20,8,winsfs_b500_w500,13,-16625727
FALSE,20,8,winsfs_b500_w500,14,-16625738
FALSE,20,8,winsfs_b500_w500,15,-16625747
FALSE,20,8,winsfs_b500_w500,16,-16625756
FALSE,20,8,winsfs_b500_w500,17,-16625763
FALSE,20,8,winsfs_b500_w500,18,-16625769
FALSE,20,8,winsfs_b500_w500,19,-16625775
FALSE,20,8,winsfs_b500_w500,20,-16625780
FALSE,20,8,winsfs_b500_w500,21,-16625784
FALSE,20,8,winsfs_b500_w500,22,-16625787
FALSE,20,8,winsfs_b500_w500,23,-16625791
FALSE,20,8,winsfs_b500_w500,24,-16625793
FALSE,20,8,winsfs_b500_w500,25,-16625796
FALSE,20,8,winsfs_b500_w500,26,-16625798
FALSE,20,8,winsfs_b500_w500,27,-16625800
FALSE,20,8,winsfs_b500_w500,28,-16625802
FALSE,20,8,winsfs_b500_w500,29,-16625803
FALSE,20,8,winsfs_b500_w500,30,-16625804
FALSE,20,8,winsfs_b500_w500,31,-16625805
FALSE,20,8,winsfs_b500_w500,32,-16625807
FALSE,20,8,winsfs_b500_w500,33,-16625807
FALSE,20,8,winsfs_b500_w500,34,-16625808
FALSE,20,8,winsfs_b500_w500,35,-16625809
FALSE,20,8,winsfs_b500_w500,36,-16625810
FALSE,20,8,winsfs_b500_w500,37,-16625810
FALSE,20,8,winsfs_b500_w500,38,-16625811
FALSE,20,8,winsfs_b500_w500,39,-16625811
FALSE,20,8,winsfs_b500_w500,40,-16625812
FALSE,20,8,winsfs_b500_w500,41,-16625812
FALSE,20,8,winsfs_b500_w500,42,-16625813
FALSE,20,8,winsfs_b500_w500,43,-16625813
FALSE,20,8,winsfs_b500_w500,44,-16625813
FALSE,20,8,winsfs_b500_w500,45,-16625813
FALSE,20,8,winsfs_b500_w500,46,-16625814
FALSE,20,8,winsfs_b500_w500,47,-16625814
FALSE,20,8,winsfs_b500_w500,48,-16625814
FALSE,20,8,winsfs_b500_w500,49,-16625814
FALSE,20,8,winsfs_b500_w500,50,-16625815
FALSE,20,8,winsfs_b500_w500,51,-16625815
FALSE,20,8,winsfs_b500_w500,52,-16625815
FALSE,20,8,winsfs_b500_w500,53,-16625815
FALSE,20,8,winsfs_b500_w500,54,-16625815
FALSE,20,8,winsfs_b500_w500,55,-16625815
FALSE,20,8,winsfs_b500_w500,56,-16625815
FALSE,20,8,winsfs_b500_w500,57,-16625815
FALSE,20,8,winsfs_b500_w500,58,-16625816
FALSE,20,8,winsfs_b500_w500,59,-16625816
FALSE,20,8,winsfs_b500_w500,60,-16625816
FALSE,20,8,winsfs_b500_w500,61,-16625816
FALSE,20,8,winsfs_b500_w500,62,-16625816
FALSE,20,8,winsfs_b500_w500,63,-16625816
FALSE,20,8,winsfs_b500_w500,64,-16625816
FALSE,20,8,winsfs_b500_w500,65,-16625816
FALSE,20,8,winsfs_b500_w500,66,-16625816
FALSE,20,8,winsfs_b500_w500,67,-16625816
FALSE,20,8,winsfs_b500_w500,68,-16625816
FALSE,20,8,winsfs_b500_w500,69,-16625816
FALSE,20,8,winsfs_b500_w500,70,-16625816
FALSE,20,8,winsfs_b500_w500,71,-16625816
FALSE,20,8,winsfs_b500_w500,72,-16625816
FALSE,20,8,winsfs_b500_w500,73,-16625816
FALSE,20,8,winsfs_b500_w500,74,-16625816
FALSE,20,8,winsfs_b500_w500,75,-16625816
FALSE,20,8,winsfs_b500_w500,76,-16625816
FALSE,20,8,winsfs_b500_w500,77,-16625816
FALSE,20,8,winsfs_b500_w500,78,-16625816
FALSE,20,8,winsfs_b500_w500,79,-16625816
FALSE,20,8,winsfs_b500_w500,80,-16625816
FALSE,20,8,winsfs_b500_w500,81,-16625816
FALSE,20,8,winsfs_b500_w500,82,-16625816
FALSE,20,8,winsfs_b500_w500,83,-16625816
FALSE,20,8,winsfs_b500_w500,84,-16625816
FALSE,20,8,winsfs_b500_w500,85,-16625817
FALSE,20,8,winsfs_b500_w500,86,-16625817
FALSE,20,8,winsfs_b500_w500,87,-16625817
FALSE,20,8,winsfs_b500_w500,88,-16625817
FALSE,20,8,winsfs_b500_w500,89,-16625817
FALSE,20,8,winsfs_b500_w500,90,-16625817
FALSE,20,8,winsfs_b500_w500,91,-16625817
FALSE,20,8,winsfs_b500_w500,92,-16625817
FALSE,20,8,winsfs_b500_w500,93,-16625817
FALSE,20,8,winsfs_b500_w500,94,-16625817
FALSE,20,8,winsfs_b500_w500,95,-16625817
FALSE,20,8,winsfs_b500_w500,96,-16625817
FALSE,20,8,winsfs_b500_w500,97,-16625817
FALSE,20,8,winsfs_b500_w500,98,-16625817
FALSE,20,8,winsfs_b500_w500,99,-16625817
FALSE,20,8,winsfs_b500_w500,100,-16625817
FALSE,5,2,realsfs,3,-334646359
FALSE,5,2,realsfs,5,-93310048
FALSE,5,2,realsfs,7,-29824387
FALSE,5,2,realsfs,10,-11627054
FALSE,5,2,realsfs,13,-10597238
FALSE,5,2,realsfs,16,-10463801
FALSE,5,2,realsfs,19,-10413640
FALSE,5,2,realsfs,22,-10409612
FALSE,5,2,realsfs,25,-10398852
FALSE,5,2,realsfs,28,-10394831
FALSE,5,2,realsfs,31,-10387622
FALSE,5,2,realsfs,34,-10385221
FALSE,5,2,realsfs,37,-10372845
FALSE,5,2,realsfs,40,-10371549
FALSE,5,2,realsfs,43,-10347395
FALSE,5,2,realsfs,46,-10346906
FALSE,5,2,realsfs,49,-10345566
FALSE,5,2,realsfs,52,-10343727
FALSE,5,2,realsfs,55,-10343228
FALSE,5,2,realsfs,58,-10340490
FALSE,5,2,realsfs,61,-10340187
FALSE,5,2,realsfs,64,-10334651
FALSE,5,2,realsfs,67,-10334455
FALSE,5,2,realsfs,70,-10334094
FALSE,5,2,realsfs,73,-10333505
FALSE,5,2,realsfs,76,-10333323
FALSE,5,2,realsfs,79,-10332213
FALSE,5,2,realsfs,82,-10332105
FALSE,5,2,realsfs,85,-10328389
FALSE,5,2,realsfs,88,-10328336
FALSE,5,2,realsfs,91,-10328277
FALSE,5,2,realsfs,94,-10327948
FALSE,5,2,realsfs,97,-10327923
FALSE,5,2,realsfs,100,-10327733
FALSE,5,2,realsfs,103,-10327703
FALSE,5,2,winsfs_b500_w100,1,-10610452
FALSE,5,2,winsfs_b500_w100,2,-10336331
FALSE,5,2,winsfs_b500_w100,3,-10318038
FALSE,5,2,winsfs_b500_w100,4,-10314388
FALSE,5,2,winsfs_b500_w100,5,-10313295
FALSE,5,2,winsfs_b500_w100,6,-10312927
FALSE,5,2,winsfs_b500_w100,7,-10312820
FALSE,5,2,winsfs_b500_w100,8,-10312821
FALSE,5,2,winsfs_b500_w100,9,-10312871
FALSE,5,2,winsfs_b500_w100,10,-10312947
FALSE,5,2,winsfs_b500_w100,11,-10313035
FALSE,5,2,winsfs_b500_w100,12,-10313131
FALSE,5,2,winsfs_b500_w100,13,-10313231
FALSE,5,2,winsfs_b500_w100,14,-10313333
FALSE,5,2,winsfs_b500_w100,15,-10313436
FALSE,5,2,winsfs_b500_w100,16,-10313540
FALSE,5,2,winsfs_b500_w100,17,-10313645
FALSE,5,2,winsfs_b500_w100,18,-10313749
FALSE,5,2,winsfs_b500_w100,19,-10313852
FALSE,5,2,winsfs_b500_w100,20,-10313955
FALSE,5,2,winsfs_b500_w100,21,-10314058
FALSE,5,2,winsfs_b500_w100,22,-10314160
FALSE,5,2,winsfs_b500_w100,23,-10314260
FALSE,5,2,winsfs_b500_w100,24,-10314361
FALSE,5,2,winsfs_b500_w100,25,-10314460
FALSE,5,2,winsfs_b500_w100,26,-10314558
FALSE,5,2,winsfs_b500_w100,27,-10314656
FALSE,5,2,winsfs_b500_w100,28,-10314752
FALSE,5,2,winsfs_b500_w100,29,-10314848
FALSE,5,2,winsfs_b500_w100,30,-10314943
FALSE,5,2,winsfs_b500_w100,31,-10315037
FALSE,5,2,winsfs_b500_w100,32,-10315130
FALSE,5,2,winsfs_b500_w100,33,-10315222
FALSE,5,2,winsfs_b500_w100,34,-10315314
FALSE,5,2,winsfs_b500_w100,35,-10315404
FALSE,5,2,winsfs_b500_w100,36,-10315494
FALSE,5,2,winsfs_b500_w100,37,-10315583
FALSE,5,2,winsfs_b500_w100,38,-10315671
FALSE,5,2,winsfs_b500_w100,39,-10315758
FALSE,5,2,winsfs_b500_w100,40,-10315844
FALSE,5,2,winsfs_b500_w100,41,-10315930
FALSE,5,2,winsfs_b500_w100,42,-10316015
FALSE,5,2,winsfs_b500_w100,43,-10316099
FALSE,5,2,winsfs_b500_w100,44,-10316182
FALSE,5,2,winsfs_b500_w100,45,-10316265
FALSE,5,2,winsfs_b500_w100,46,-10316346
FALSE,5,2,winsfs_b500_w100,47,-10316428
FALSE,5,2,winsfs_b500_w100,48,-10316508
FALSE,5,2,winsfs_b500_w100,49,-10316587
FALSE,5,2,winsfs_b500_w100,50,-10316666
FALSE,5,2,winsfs_b500_w100,51,-10316745
FALSE,5,2,winsfs_b500_w100,52,-10316822
FALSE,5,2,winsfs_b500_w100,53,-10316899
FALSE,5,2,winsfs_b500_w100,54,-10316975
FALSE,5,2,winsfs_b500_w100,55,-10317051
FALSE,5,2,winsfs_b500_w100,56,-10317126
FALSE,5,2,winsfs_b500_w100,57,-10317200
FALSE,5,2,winsfs_b500_w100,58,-10317274
FALSE,5,2,winsfs_b500_w100,59,-10317347
FALSE,5,2,winsfs_b500_w100,60,-10317419
FALSE,5,2,winsfs_b500_w100,61,-10317491
FALSE,5,2,winsfs_b500_w100,62,-10317562
FALSE,5,2,winsfs_b500_w100,63,-10317633
FALSE,5,2,winsfs_b500_w100,64,-10317703
FALSE,5,2,winsfs_b500_w100,65,-10317772
FALSE,5,2,winsfs_b500_w100,66,-10317841
FALSE,5,2,winsfs_b500_w100,67,-10317910
FALSE,5,2,winsfs_b500_w100,68,-10317977
FALSE,5,2,winsfs_b500_w100,69,-10318045
FALSE,5,2,winsfs_b500_w100,70,-10318112
FALSE,5,2,winsfs_b500_w100,71,-10318178
FALSE,5,2,winsfs_b500_w100,72,-10318244
FALSE,5,2,winsfs_b500_w100,73,-10318309
FALSE,5,2,winsfs_b500_w100,74,-10318374
FALSE,5,2,winsfs_b500_w100,75,-10318438
FALSE,5,2,winsfs_b500_w100,76,-10318502
FALSE,5,2,winsfs_b500_w100,77,-10318565
FALSE,5,2,winsfs_b500_w100,78,-10318628
FALSE,5,2,winsfs_b500_w100,79,-10318691
FALSE,5,2,winsfs_b500_w100,80,-10318753
FALSE,5,2,winsfs_b500_w100,81,-10318815
FALSE,5,2,winsfs_b500_w100,82,-10318876
FALSE,5,2,winsfs_b500_w100,83,-10318937
FALSE,5,2,winsfs_b500_w100,84,-10318997
FALSE,5,2,winsfs_b500_w100,85,-10319057
FALSE,5,2,winsfs_b500_w100,86,-10319116
FALSE,5,2,winsfs_b500_w100,87,-10319176
FALSE,5,2,winsfs_b500_w100,88,-10319234
FALSE,5,2,winsfs_b500_w100,89,-10319293
FALSE,5,2,winsfs_b500_w100,90,-10319351
FALSE,5,2,winsfs_b500_w100,91,-10319408
FALSE,5,2,winsfs_b500_w100,92,-10319466
FALSE,5,2,winsfs_b500_w100,93,-10319522
FALSE,5,2,winsfs_b500_w100,94,-10319579
FALSE,5,2,winsfs_b500_w100,95,-10319635
FALSE,5,2,winsfs_b500_w100,96,-10319691
FALSE,5,2,winsfs_b500_w100,97,-10319747
FALSE,5,2,winsfs_b500_w100,98,-10319802
FALSE,5,2,winsfs_b500_w100,99,-10319857
FALSE,5,2,winsfs_b500_w100,100,-10319911
FALSE,5,2,winsfs_b500_w250,1,-12570673
FALSE,5,2,winsfs_b500_w250,2,-10766013
FALSE,5,2,winsfs_b500_w250,3,-10434858
FALSE,5,2,winsfs_b500_w250,4,-10356691
FALSE,5,2,winsfs_b500_w250,5,-10332658
FALSE,5,2,winsfs_b500_w250,6,-10323220
FALSE,5,2,winsfs_b500_w250,7,-10318775
FALSE,5,2,winsfs_b500_w250,8,-10316410
FALSE,5,2,winsfs_b500_w250,9,-10315047
FALSE,5,2,winsfs_b500_w250,10,-10314217
FALSE,5,2,winsfs_b500_w250,11,-10313693
FALSE,5,2,winsfs_b500_w250,12,-10313354
